PROD TYPE,NAME,SHIPPED_DATE,Total Orders,Total Pallets,Distance,Cost
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,04-06-2024,1,2,268.8,111.9
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),04-06-2024,1,2,303.4,152.1
AMBCONTROL,ALLOGA UK,05-06-2024,3,14,12.2,257.2
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,05-06-2024,3,3,124.8,122.1
AMBCONTROL,PRICECHECK TOILETRIES,05-06-2024,1,18,36.5,295.6
AMBIENT,BOOTS COMPANY PLC (SSC),05-06-2024,4,7,29.8,157.7
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),05-06-2024,1,1,215.2,52.6
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,05-06-2024,1,17,74.3,368.6
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,05-06-2024,1,1,268.6,65.2
AMBCONTROL,BESTWAY PHARMACY NDC LTD,05-06-2024,2,17,69.1,380.4
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),05-06-2024,1,21,107.4,517.2
AMBCONTROL,BOOTS COMPANY PLC (SSC),05-06-2024,2,2,29.8,62.8
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,05-06-2024,1,1,318.6,77.6
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,05-06-2024,1,19,239.5,899
AMBCONTROL,AAH PHARMA (RUISLIP),05-06-2024,1,1,232.1,55.7
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),05-06-2024,1,2,267.8,114.3
AMBCONTROL,AAH PHARMA (BRISTOL),05-06-2024,1,1,254.4,63.5
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,05-06-2024,1,6,73.6,139
AMBCONTROL,UNIVERSAL PROCUREMENT SERVICES,05-06-2024,1,2,315.5,139.1
AMBIENT,PATRICK WARD,05-06-2024,1,1,253.5,53.3
AMBCONTROL,INSPIRA TRADING LIMITED,05-06-2024,1,1,182.1,53.6
AMBCONTROL,ALLOGA UK,06-06-2024,2,35,12.2,552.2
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,06-06-2024,1,12,29.8,194.6
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,06-06-2024,1,7,185.1,261.7
AMBIENT,AMAZON DEESIDE XLP1,06-06-2024,1,1,144.3,46.5
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,06-06-2024,1,1,124.8,40.7
AMBCONTROL,AMAZON DEESIDE XLP1,06-06-2024,1,2,144.3,86.2
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,06-06-2024,1,3,133.2,100.6
AMBCONTROL,ASDA,06-06-2024,2,13,93.7,273.2
AMBIENT,ASDA,06-06-2024,1,5,93.7,98.7
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),06-06-2024,2,53,107.4,1156.3
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,06-06-2024,1,1,208.6,52.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,06-06-2024,1,11,222.9,464.7
AMBIENT,BOOTS COMPANY PLC (SSC),06-06-2024,2,4,29.8,85.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),06-06-2024,3,3,29.8,94.2
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,06-06-2024,2,6,268.6,327.1
AMBIENT,SAVERS,06-06-2024,1,1,203.7,47.8
AMBCONTROL,OCADO LUTON,06-06-2024,1,5,187.9,191.5
AMBCONTROL,OCADO CFC BRISTOL,06-06-2024,1,1,253.8,63.5
AMBCONTROL,PRECISION MARKETING GROUP LTD,06-06-2024,1,2,215.9,117
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,06-06-2024,1,1,91.3,34.3
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,07-06-2024,1,2,119.6,79.1
AMBIENT,BOOTS COMPANY PLC (SSC),07-06-2024,8,12,29.8,289.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),07-06-2024,11,15,29.8,404.7
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,07-06-2024,1,11,185.1,402.2
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,07-06-2024,2,7,185.1,244
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),07-06-2024,1,2,99.1,63.3
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),07-06-2024,1,3,82.5,71.7
AMBCONTROL,OCADO LTD (CFC ERITH),07-06-2024,1,1,268.2,66.1
AMBCONTROL,OCADO CFC2,07-06-2024,1,1,77.4,40.1
AMBCONTROL,OCADO LTD (CFC ANDOVER),07-06-2024,1,1,267,70.6
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,07-06-2024,1,12,73.6,261.9
AMBIENT,AMAZON TORONTO WAY DON LBA4,08-06-2024,1,1,58.3,35.9
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,08-06-2024,2,4,58.3,122.8
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,08-06-2024,1,11,239.5,527.2
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,09-06-2024,1,11,58.3,265.1
AMBCONTROL,PURFLEET CFC OCADO,09-06-2024,1,4,266.3,203.9
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),09-06-2024,2,2,142.1,102.8
AMBCONTROL,INSPIRA TRADING LIMITED,09-06-2024,1,3,182.1,128.8
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,09-06-2024,1,2,440.3,180.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),09-06-2024,1,1,29.8,31.4
AMBCONTROL,ALLOGA UK,10-06-2024,2,3,12.2,77.6
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,10-06-2024,1,5,29.8,90.7
AMBIENT,CO-OP GRP LTD - NDC COVENTRY,10-06-2024,1,4,97.7,99.2
AMBIENT,RAYBURN TRADING LTD,10-06-2024,1,3,95.9,85
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,10-06-2024,3,30,133.2,894.2
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,10-06-2024,1,1,444.3,93.1
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,10-06-2024,2,7,91.3,177.3
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,10-06-2024,1,1,91.3,34.3
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,10-06-2024,1,2,262.2,110.8
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,10-06-2024,1,12,222.9,505.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),10-06-2024,2,32,107.4,814.6
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,10-06-2024,1,6,78.9,139
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,10-06-2024,1,1,208.6,52.7
AMBIENT,SUPERDRUG STORES PLC WEBSITE,10-06-2024,1,1,74.3,34.3
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),10-06-2024,1,1,215.2,52.6
AMBCONTROL,ASDA,10-06-2024,2,5,93.7,124.9
AMBIENT,ASDA,10-06-2024,1,2,93.7,49.5
AMBCONTROL,JULIE WAKEFIELD - PERRIGO BARN,10-06-2024,1,1,69.2,32.1
AMBCONTROL,BOOTS COMPANY PLC (SSC),10-06-2024,3,4,29.8,109
AMBIENT,BOOTS COMPANY PLC (SSC),10-06-2024,2,3,29.8,72.4
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,10-06-2024,1,2,90.8,64
AMBCONTROL,ALLOGA UK,11-06-2024,3,9,12.2,183.1
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,11-06-2024,1,11,275.3,617.2
AMBCONTROL,B & M RETAIL LTD,11-06-2024,1,2,160.1,79.1
AMBCONTROL,HOLLAND & BARRATT RETAIL LTD,11-06-2024,1,1,51,31.2
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,11-06-2024,1,3,185.1,121.3
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,11-06-2024,1,6,74.3,140.5
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,11-06-2024,1,1,1.6,31.2
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,11-06-2024,1,1,124.8,40.7
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),11-06-2024,1,1,303.4,84
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),11-06-2024,2,41,107.4,1009
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,11-06-2024,1,6,239.5,294.8
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,11-06-2024,1,1,268.6,65.2
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,11-06-2024,1,2,188,91.2
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,11-06-2024,1,1,268.8,64
AMBCONTROL,SAVERS,11-06-2024,1,4,203.7,165.5
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,11-06-2024,1,9,222.9,383.1
AMBCONTROL,AAH PHARMA (GLASGOW),11-06-2024,1,1,451.8,98.2
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,11-06-2024,1,2,208.6,89.3
AMBCONTROL,AAH PHARMA (PERRY BARR),11-06-2024,1,2,97.6,64
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,11-06-2024,1,1,384.3,86.6
AMBCONTROL,ALLOGA UK,12-06-2024,1,15,12.2,239
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,12-06-2024,1,5,29.8,90.7
AMBIENT,SUPERDRUG STORES PLC WEBSITE,12-06-2024,1,20,74.3,375.8
AMBCONTROL,JULIE WAKEFIELD,12-06-2024,1,4,69.2,78.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),12-06-2024,6,7,29.8,203.2
AMBIENT,BOOTS COMPANY PLC (SSC),12-06-2024,3,5,29.8,115.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,12-06-2024,3,7,133.2,245.5
AMBCONTROL,AAH PHARMA (BRISTOL),12-06-2024,1,1,254.4,63.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),12-06-2024,1,20,107.4,505.2
AMBCONTROL,WINNING POST TRADING LTD,12-06-2024,1,19,81.7,409.3
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,12-06-2024,1,5,185.1,191.5
AMBCONTROL,OCADO BICESTER,12-06-2024,1,1,171.8,51.2
AMBCONTROL,PURFLEET CFC OCADO,12-06-2024,1,1,266.3,63
AMBCONTROL,OCADO LTD (CFC ERITH),12-06-2024,1,2,268.2,116.3
AMBCONTROL,OCADO CFC2,12-06-2024,1,2,77.4,64
AMBCONTROL,OCADO LTD (CFC ANDOVER),12-06-2024,1,1,267,70.6
AMBCONTROL,OCADO LUTON,12-06-2024,1,1,187.9,51.2
AMBCONTROL,OCADO CFC BRISTOL,12-06-2024,1,1,253.8,63.5
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,12-06-2024,1,2,451,193.5
AMBCONTROL,ASDA DEPOT 7500,12-06-2024,1,2,117.2,79.1
AMBIENT,ASDA,12-06-2024,1,7,93.7,131.6
AMBCONTROL,AAH PHARMA (RUISLIP),12-06-2024,1,1,232.1,55.7
AMBCONTROL,AAH PHARMA (SWANSEA VALE),12-06-2024,1,1,297.2,84
AMBCONTROL,AAH PHARMA (WARRINGTON),12-06-2024,1,2,113.6,79.1
AMBCONTROL,PRIMA BRANDS LTD,13-06-2024,1,21,533.4,3269.8
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),13-06-2024,1,1,240.7,57.6
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,13-06-2024,1,11,185.1,348.4
AMBCONTROL,AAH PHARMA (WARRINGTON),13-06-2024,1,5,113.6,173.7
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,13-06-2024,4,16,91.3,396.2
AMBIENT,SAVERS,13-06-2024,1,2,203.7,79.2
AMBIENT,RAYBURN TRADING LTD,13-06-2024,1,2,95.9,62.1
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,13-06-2024,2,2,124.8,81.4
AMBCONTROL,AMAZON DEESIDE XLP1,13-06-2024,1,5,144.3,191.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,13-06-2024,2,4,185.1,172.4
AMBCONTROL,SAVERS,13-06-2024,1,1,203.7,53.7
AMBCONTROL,AMAZON FRESH MILTON KEYNES ALT,13-06-2024,1,1,159,47.6
AMBIENT,ALLOGA UK LTD - AP 3,13-06-2024,2,44,1.6,572.5
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,13-06-2024,1,2,275.4,116.3
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,13-06-2024,1,2,241.5,113
AMBCONTROL,ASDA,13-06-2024,3,24,93.7,493.2
AMBIENT,BOOTS COMPANY PLC (SSC),13-06-2024,5,6,29.8,161.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),13-06-2024,10,10,29.8,314.1
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),13-06-2024,1,1,267.8,65.2
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,13-06-2024,3,47,133.2,1373.8
AMBCONTROL,ALDI STORES LTD (BATHGATE),13-06-2024,1,5,435.3,402.3
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,13-06-2024,1,1,318.6,77.6
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),13-06-2024,1,20,107.4,505.2
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,13-06-2024,1,20,239.5,944.9
AMBCONTROL,ASDA WAL-MART STORES,13-06-2024,1,2,253.7,111.9
AMBCONTROL,ASDA DEPOT 7468,13-06-2024,1,2,203.5,86.2
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,13-06-2024,1,7,73.6,159.4
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,13-06-2024,1,9,222.9,383.1
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,13-06-2024,2,12,219.2,480.9
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,13-06-2024,2,6,208.6,252
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),13-06-2024,1,1,99.1,39.8
AMBCONTROL,TESCO (BOLTON 510),14-06-2024,1,7,117.8,228
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",14-06-2024,4,18,89.3,437.7
AMBIENT,BOOTS COMPANY PLC (SSC),14-06-2024,6,12,29.8,256.1
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,14-06-2024,1,22,141.3,752.7
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,14-06-2024,1,19,275.3,1054.5
AMBIENT,"AMAZON IBA9 (KNOTTINGLEY, UK)",14-06-2024,1,1,89.3,34.3
AMBCONTROL,BOOTS COMPANY PLC (SSC),14-06-2024,13,29,29.8,645.3
AMBCONTROL,B & M RETAIL LTD,14-06-2024,2,20,145.5,702.9
AMBIENT,COSTCO WHOLESALE UK LTD,14-06-2024,1,2,234.4,86.3
AMBCONTROL,WAITROSE LTD (134244),14-06-2024,2,32,168.3,918
AMBIENT,ALLOGA UK LTD - AP 3,14-06-2024,1,19,1.6,260.5
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,14-06-2024,1,10,222.9,423.9
AMBCONTROL,PURFLEET CFC OCADO,14-06-2024,1,2,266.3,109.9
AMBCONTROL,OCADO LTD (CFC ERITH),14-06-2024,1,2,268.2,116.3
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),14-06-2024,1,20,107.4,505.2
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,14-06-2024,1,4,239.5,201.8
AMBCONTROL,OCADO CFC2,14-06-2024,1,1,77.4,40.1
AMBCONTROL,OCADO LUTON,14-06-2024,1,1,187.9,51.2
AMBCONTROL,OCADO LTD (CFC ANDOVER),14-06-2024,1,2,267,125.2
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,14-06-2024,1,4,119.6,142.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,14-06-2024,1,9,133.2,269.8
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),14-06-2024,1,2,82.5,53.2
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,15-06-2024,3,9,58.3,252
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),15-06-2024,1,1,142.1,51.4
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,15-06-2024,1,15,133.2,439
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,15-06-2024,1,8,222.9,342.3
AMBCONTROL,BOOTS COMPANY PLC (SSC),15-06-2024,2,53,29.8,755.7
AMBCONTROL,INSPIRA TRADING LIMITED,16-06-2024,3,14,182.1,574.6
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),16-06-2024,1,6,62.1,109.5
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,16-06-2024,1,5,185.1,167.3
AMBCONTROL,ASDA REGIONAL DC 7526,16-06-2024,1,1,87.4,36.9
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,16-06-2024,1,3,451,282.3
AMBCONTROL,BARCLAY PHARMACEUTICALS LTD,16-06-2024,1,4,78.9,98
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,16-06-2024,1,2,440.3,180.5
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),16-06-2024,1,1,215.2,52.6
AMBCONTROL,AAH PHARMA (ROMFORD PPP0997Q),16-06-2024,1,2,252.9,109.9
AMBCONTROL,LIDL LUTON,16-06-2024,1,2,185.1,86.2
AMBCONTROL,LIDL DISTRIBUTION CENTRE,16-06-2024,1,8,58.3,197.2
AMBIENT,ALLOGA UK,17-06-2024,2,15,12.2,228.3
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,17-06-2024,1,1,185.1,51.2
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,17-06-2024,1,9,74.3,202.6
AMBCONTROL,BESTWAY PHARMACY NDC LTD,17-06-2024,1,2,69.1,57.1
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,17-06-2024,1,7,239.5,341.2
AMBCONTROL,BOOTS COMPANY PLC (SSC),17-06-2024,3,4,29.8,109
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,17-06-2024,1,2,208.6,89.3
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,17-06-2024,1,2,275.4,116.3
AMBCONTROL,ASDA WAL-MART STORE,17-06-2024,1,2,93.7,53.2
AMBCONTROL,ASDA,17-06-2024,2,13,93.7,273.2
AMBIENT,ASDA,17-06-2024,1,2,93.7,49.5
AMBCONTROL,B & M RETAIL LTD,17-06-2024,1,2,160.1,79.1
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,17-06-2024,2,21,73.6,462.3
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,17-06-2024,1,17,275.3,945.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,17-06-2024,1,23,133.2,606.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),17-06-2024,1,18,107.4,456.2
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,17-06-2024,1,2,262.2,110.8
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,17-06-2024,1,2,444.3,170.2
AMBCONTROL,PRIMA BRANDS LTD,17-06-2024,1,1,533.4,155.7
AMBIENT,SAVERS,18-06-2024,2,2,203.7,95.5
AMBCONTROL,BESTWAY PHARMACY NDC LTD,18-06-2024,2,3,69.1,93.7
AMBCONTROL,OCADO BICESTER,18-06-2024,2,2,171.8,102.3
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",18-06-2024,2,2,89.3,73.8
AMBIENT,BOOTS COMPANY PLC (SSC),18-06-2024,4,5,29.8,131.8
AMBCONTROL,LIDL DISTRIBUTION CENTRE (EXET,18-06-2024,1,3,375.3,228
AMBCONTROL,LIDL GB LTD (PETERBOROUGH),18-06-2024,1,9,130.1,279.6
AMBCONTROL,OCADO CFC BRISTOL,18-06-2024,1,1,253.8,63.5
AMBCONTROL,OCADO LUTON,18-06-2024,1,1,187.9,51.2
AMBCONTROL,OCADO LTD (CFC ERITH),18-06-2024,1,2,268.2,116.3
AMBCONTROL,PURFLEET CFC OCADO,18-06-2024,1,1,266.3,63
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),18-06-2024,2,43,107.4,959.8
AMBCONTROL,OCADO LTD (CFC ANDOVER),18-06-2024,1,2,267,125.2
AMBCONTROL,OCADO CFC2,18-06-2024,1,2,77.4,64
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,18-06-2024,1,9,239.5,434.2
AMBCONTROL,ALDI STORES LTD (DARLINGTON),18-06-2024,1,2,203.7,90.9
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,18-06-2024,2,5,208.6,215.3
AMBCONTROL,BOOTS COMPANY PLC (SSC),18-06-2024,2,2,29.8,62.8
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),18-06-2024,1,1,303.4,84
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,18-06-2024,1,5,90.8,135.9
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,18-06-2024,1,1,268.8,64
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,18-06-2024,1,7,222.9,301.6
AMBCONTROL,LIDL GB LTD (MOTHERWELL),18-06-2024,2,15,434.9,1189.5
AMBCONTROL,AAH PHARMA (GLASGOW),18-06-2024,1,1,451.8,98.2
AMBCONTROL,LIDL GB LTD (NORTHFLEET),18-06-2024,1,5,279.8,266.7
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,18-06-2024,1,1,268.6,65.2
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,18-06-2024,1,1,384.3,86.6
AMBCONTROL,ALLOGA UK,19-06-2024,1,11,12.2,179.7
AMBIENT,ALLOGA UK LTD - AP 3,19-06-2024,2,20,1.6,290
AMBCONTROL,TESCO (BOLTON 510),19-06-2024,1,7,117.8,228
AMBCONTROL,AAH PHARMA (PERRY BARR),19-06-2024,1,6,97.6,159.8
AMBCONTROL,LIDL LUTTERWORTH,19-06-2024,2,3,93.7,87.9
AMBCONTROL,LIDL GB LTD (SOUTHAMPTON),19-06-2024,2,5,305.1,301.1
AMBCONTROL,BOOTS COMPANY PLC (SSC),19-06-2024,9,42,29.8,772.2
AMBCONTROL,ALDI STORES LTD (BATHGATE),19-06-2024,1,4,435.3,325
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,19-06-2024,1,1,97.7,40.9
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,19-06-2024,1,12,74.3,264.9
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,19-06-2024,1,11,185.1,402.2
AMBIENT,BOOTS COMPANY PLC (SSC),19-06-2024,4,5,29.8,131.8
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,19-06-2024,1,2,188,91.2
AMBCONTROL,SAVERS,19-06-2024,1,9,203.7,352.1
AMBCONTROL,PRIMA BRANDS LTD,19-06-2024,1,1,533.4,155.7
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,19-06-2024,1,1,185.1,46.6
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,19-06-2024,2,31,133.2,892
AMBCONTROL,AMAZON DEESIDE XLP1,19-06-2024,1,2,144.3,86.2
AMBCONTROL,LIDL DISTRIBUTION CENTRE,19-06-2024,1,6,236.6,300.7
AMBCONTROL,ASDA DEPOT 7500,19-06-2024,1,4,117.2,142.1
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,19-06-2024,1,3,451,282.3
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,19-06-2024,1,3,241.5,161.6
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,19-06-2024,1,10,222.9,423.9
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,19-06-2024,1,8,185.1,296.8
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,19-06-2024,1,1,318.6,77.6
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,19-06-2024,2,27,239.5,1286.7
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),19-06-2024,1,1,267.8,65.2
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),19-06-2024,2,44,107.4,1056.6
AMBCONTROL,AAH PHARMA (BRISTOL),19-06-2024,1,1,254.4,63.5
AMBCONTROL,LIDL UK GMBH (BRIDGEND),19-06-2024,1,5,294.3,295.1
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,19-06-2024,1,20,141.3,719.7
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,19-06-2024,1,3,208.6,126
AMBCONTROL,ASDA,19-06-2024,1,6,93.7,127.3
AMBCONTROL,B & M RETAIL LTD,20-06-2024,2,4,145.5,169.1
AMBIENT,BOOTS COMPANY PLC (SSC),20-06-2024,7,10,29.8,246.8
AMBCONTROL,ALLOGA UK,20-06-2024,2,30,12.2,478
AMBCONTROL,UNITED DRUG DISTRIBUTORS IRELA,20-06-2024,1,32,414,4148.3
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,20-06-2024,2,2,124.8,81.4
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",20-06-2024,2,16,89.3,364
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,20-06-2024,1,3,275.4,166.4
AMBCONTROL,ASDA WAL-MART STORE,20-06-2024,1,2,93.7,53.2
AMBCONTROL,ASDA REGIONAL DC 7526,20-06-2024,1,3,87.4,78.3
AMBCONTROL,ASDA,20-06-2024,4,16,93.7,361.1
AMBIENT,ASDA,20-06-2024,3,6,93.7,148.6
AMBIENT,LINDSAY FERRIMAN,20-06-2024,1,1,20.1,29.7
AMBCONTROL,BOOTS COMPANY PLC (SSC),20-06-2024,20,33,29.8,820.7
AMBCONTROL,ALDI STORES LTD (CARDIFF),20-06-2024,1,3,269.2,183.4
AMBCONTROL,ALDI SAWLEY,20-06-2024,1,1,32.8,31.2
AMBCONTROL,INSPIRA TRADING LIMITED,20-06-2024,1,18,182.1,693.1
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),20-06-2024,2,49,107.4,1156.4
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,20-06-2024,2,26,97.7,668
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,20-06-2024,2,15,91.3,343.1
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,20-06-2024,1,1,91.3,34.3
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,20-06-2024,3,71,133.2,1819.2
AMBCONTROL,AAH PHARMA (RUISLIP),20-06-2024,1,1,232.1,55.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,20-06-2024,1,13,222.9,546.4
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,20-06-2024,1,12,73.6,261.9
AMBCONTROL,BOOKER WHOLESALE LTD,20-06-2024,1,11,127.9,362.9
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,20-06-2024,1,3,128.8,100.6
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,20-06-2024,1,1,208.6,52.7
AMBCONTROL,ALDI STORES LTD (BATHGATE),20-06-2024,2,12,435.3,959.2
AMBCONTROL,ALDI STORES LTD (DARLINGTON),20-06-2024,1,5,203.7,202.8
